Fecha	 Super_95_€ 	 Super_95_€_Sin_Imp 	 Diesel_€ 	 Diesel_€_Sin_Imp 	 Diesel_Calef_€ 	 Diesel_Calef_€_Sin_Imp 	 Precio_Barril_Brent_$ 	 Precio_barril_Opep_$ 	Tasa_Cambio_$_€	Precio_Barril_Brent_€	Precio_barril_Opep_€
28/01/2019	 1,222   	 0,537   	 1,178   	 0,594   	 0,730   	 0,506   	 59,71 	 59,57 	0,8751	 52,252   	 52,130   
04/02/2019	 1,226   	 0,541   	 1,185   	 0,600   	 0,735   	 0,510   	 62,26 	 62,32 	0,8742	 54,428   	 54,480   
11/02/2019	 1,231   	 0,544   	 1,191   	 0,605   	 0,743   	 0,517   	 61,30 	 61,40 	0,8869	 54,367   	 54,456   
18/02/2019	 1,236   	 0,549   	 1,200   	 0,613   	 0,759   	 0,531   	 66,41 	 66,03 	0,8841	 58,713   	 58,377   
25/02/2019	 1,253   	 0,563   	 1,220   	 0,629   	 0,778   	 0,546   	 64,02 	 65,36 	0,8803	 56,357   	 57,536   
04/03/2019	 1,258   	 0,567   	 1,225   	 0,634   	 0,776   	 0,544   	 64,44 	 64,86 	0,8819	 56,830   	 57,200   
11/03/2019	 1,261   	 0,570   	 1,229   	 0,637   	 0,778   	 0,547   	 65,06 	 66,01 	0,8889	 57,832   	 58,676   
18/03/2019	 1,268   	 0,575   	 1,230   	 0,638   	 0,778   	 0,546   	 66,65 	 66,87 	0,8821	 58,792   	 58,986   
25/03/2019	 1,278   	 0,583   	 1,228   	 0,636   	 0,770   	 0,539   	 67,37 	 66,19 	0,884	 59,555   	 58,512   
01/04/2019	 1,291   	 0,594   	 1,228   	 0,636   	 0,775   	 0,544   	 69,08 	 68,31 	0,8918	 61,606   	 60,919   
08/04/2019	 1,308   	 0,608   	 1,232   	 0,640   	 0,782   	 0,550   	 71,12 	 70,33 	0,8881	 63,162   	 62,460   
15/04/2019	 1,330   	 0,626   	 1,242   	 0,648   	 0,795   	 0,560   	 70,90 	 70,21 	0,8842	 62,690   	 62,080   
29/04/2019	 1,354   	 0,646   	 1,257   	 0,660   	 0,808   	 0,571   	 71,22 	 71,07 	0,894	 63,671   	 63,537   
06/05/2019	 1,358   	 0,650   	 1,258   	 0,661   	 0,809   	 0,572   	 71,95 	 70,23 	0,893	 64,251   	 62,715   
13/05/2019	 1,355   	 0,647   	 1,258   	 0,661   	 0,811   	 0,573   	 72,35 	 71,21 	0,891	 64,464   	 63,448   
20/05/2019	 1,355   	 0,647   	 1,259   	 0,662   	 0,812   	 0,575   	 73,21 	 72,47 	0,8952	 65,538   	 64,875   
27/05/2019	 1,357   	 0,649   	 1,261   	 0,663   	 0,814   	 0,576   	 67,98 	 67,42 	0,893	 60,706   	 60,206   
03/06/2019	 1,349   	 0,642   	 1,247   	 0,652   	 0,791   	 0,557   	 63,16 	 61,61 	0,8896	 56,187   	 54,808   
10/06/2019	 1,325   	 0,622   	 1,219   	 0,629   	 0,747   	 0,520   	 64,31 	 63,01 	0,8838	 56,837   	 55,688   
17/06/2019	 1,307   	 0,607   	 1,199   	 0,612   	 0,743   	 0,517   	 62,56 	 61,60 	0,8914	 55,766   	 54,910   
24/06/2019	 1,302   	 0,603   	 1,194   	 0,608   	 0,757   	 0,529   	 65,16 	 65,05 	0,8772	 57,158   	 57,062   
01/07/2019	 1,308   	 0,609   	 1,201   	 0,614   	 0,770   	 0,540   	 65,10 	 65,71 	0,8861	 57,685   	 58,226   
08/07/2019	 1,312   	 0,611   	 1,205   	 0,617   	 0,772   	 0,541   	 64,89 	 64,72 	0,8918	 57,869   	 57,717   
15/07/2019	 1,321   	 0,619   	 1,211   	 0,621   	 0,768   	 0,538   	 66,86 	 66,79 	0,8882	 59,385   	 59,323   
22/07/2019	 1,330   	 0,626   	 1,214   	 0,624   	 0,776   	 0,545   	 61,96 	 64,27 	0,8921	 55,275   	 57,335   
29/07/2019	 1,328   	 0,624   	 1,212   	 0,623   	 0,771   	 0,540   	 62,29 	 63,79 	0,8973	 55,893   	 57,239   
05/08/2019	 1,331   	 0,628   	 1,217   	 0,627   	 0,784   	 0,551   	 59,32 	 60,54 	0,8927	 52,955   	 54,044   
12/08/2019	 1,322   	 0,620   	 1,208   	 0,619   	 0,760   	 0,532   	 57,13 	 57,96 	0,8919	 50,954   	 51,695   
19/08/2019	 1,313   	 0,612   	 1,200   	 0,613   	 0,765   	 0,536   	 59,79 	 59,46 	0,9027	 53,972   	 53,675   
26/08/2019	 1,309   	 0,609   	 1,198   	 0,611   	 0,766   	 0,537   	 58,64 	 59,18 	0,9008	 52,823   	 53,309   
02/09/2019	 1,307   	 0,607   	 1,198   	 0,611   	 0,765   	 0,535   	 58,55 	 58,76 	0,9117	 53,380   	 53,571   
09/09/2019	 1,302   	 0,603   	 1,200   	 0,613   	 0,774   	 0,543   	 63,99 	 62,00 	0,9052	 57,924   	 56,122   
16/09/2019	 1,304   	 0,605   	 1,209   	 0,620   	 0,788   	 0,554   	 68,42 	 66,43 	0,909	 62,194   	 60,385   
23/09/2019	 1,318   	 0,617   	 1,226   	 0,634   	 0,801   	 0,565   	 64,66 	 64,51 	0,9096	 58,815   	 58,678   
30/09/2019	 1,321   	 0,619   	 1,230   	 0,637   	 0,795   	 0,560   	 60,99 	 61,09 	0,9174	 55,952   	 56,044   
07/10/2019	 1,314   	 0,613   	 1,221   	 0,630   	 0,770   	 0,540   	 59,46 	 59,09 	0,9115	 54,198   	 53,861   
14/10/2019	 1,308   	 0,609   	 1,213   	 0,624   	 0,769   	 0,539   	 58,81 	 59,95 	0,9067	 53,323   	 54,357   
21/10/2019	 1,302   	 0,604   	 1,212   	 0,622   	 0,767   	 0,537   	 58,95 	 59,50 	0,897	 52,878   	 53,372   
28/10/2019	 1,297   	 0,599   	 1,212   	 0,623   	 0,769   	 0,539   	 60,39 	 61,65 	0,9009	 54,405   	 55,540   
04/11/2019	 1,297   	 0,599   	 1,214   	 0,625   	 0,768   	 0,538   	 62,52 	 62,00 	0,8986	 56,180   	 55,713   
11/11/2019	 1,300   	 0,601   	 1,216   	 0,626   	 0,766   	 0,536   	 62,58 	 62,26 	0,9064	 56,723   	 56,432   
18/11/2019	 1,298   	 0,600   	 1,215   	 0,625   	 0,771   	 0,540   	 62,82 	 63,44 	0,9032	 56,739   	 57,299   
25/11/2019	 1,299   	 0,601   	 1,215   	 0,625   	 0,767   	 0,537   	 64,67 	 64,21 	0,908	 58,720   	 58,303   
02/12/2019	 1,306   	 0,607   	 1,219   	 0,629   	 0,766   	 0,536   	 63,20 	 62,50 	0,9026	 57,044   	 56,413   
09/12/2019	 1,305   	 0,605   	 1,218   	 0,628   	 0,768   	 0,538   	 66,44 	 65,57 	0,9039	 60,055   	 59,269   
16/12/2019	 1,303   	 0,604   	 1,221   	 0,630   	 0,772   	 0,542   	 68,04 	 67,22 	0,8973	 61,052   	 60,317   
