Fecha	 Super_95_€ 	 Super_95_€_Sin_Imp 	 Diesel_€ 	 Diesel_€_Sin_Imp 	 Diesel_Calef_€ 	 Diesel_Calef_€_Sin_Imp 	 Precio_Barril_Brent_$ 	 Precio_barril_Opep_$ 	Tasa_Cambio_$_€	Precio_Barril_Brent_€	Precio_barril_Opep_€
16/03/2015	 1,269   	 0,587   	 1,179   	 0,606   	 0,718   	 0,506   	 52,00 	 49,46 	0,9462	 49,202   	 46,799   
23/03/2015	 1,262   	 0,581   	 1,160   	 0,591   	 0,706   	 0,497   	 53,82 	 50,30 	0,9135	 49,165   	 45,949   
30/03/2015	 1,267   	 0,585   	 1,156   	 0,587   	 0,704   	 0,494   	 53,99 	 51,45 	0,9231	 49,838   	 47,493   
13/04/2015	 1,261   	 0,581   	 1,153   	 0,585   	 0,697   	 0,489   	 57,14 	 55,86 	0,9463	 54,072   	 52,860   
20/04/2015	 1,288   	 0,603   	 1,180   	 0,607   	 0,713   	 0,502   	 61,20 	 59,50 	0,9311	 56,983   	 55,400   
27/04/2015	 1,308   	 0,619   	 1,197   	 0,621   	 0,731   	 0,517   	 62,86 	 61,06 	0,9184	 57,731   	 56,078   
04/05/2015	 1,317   	 0,627   	 1,201   	 0,625   	 0,741   	 0,525   	 64,62 	 62,85 	0,8972	 57,977   	 56,389   
11/05/2015	 1,315   	 0,625   	 1,205   	 0,628   	 0,745   	 0,528   	 62,82 	 62,03 	0,8964	 56,312   	 55,604   
18/05/2015	 1,311   	 0,621   	 1,203   	 0,626   	 0,743   	 0,527   	 65,15 	 62,98 	0,8838	 57,580   	 55,662   
25/05/2015	 1,315   	 0,625   	 1,204   	 0,627   	 0,742   	 0,526   	 61,65 	 61,18 	0,9109	 56,157   	 55,729   
01/06/2015	 1,319   	 0,628   	 1,201   	 0,625   	 0,745   	 0,529   	 62,87 	 60,46 	0,9151	 57,532   	 55,327   
08/06/2015	 1,323   	 0,632   	 1,195   	 0,620   	 0,747   	 0,530   	 61,33 	 59,42 	0,8857	 54,320   	 52,628   
15/06/2015	 1,330   	 0,638   	 1,186   	 0,613   	 0,724   	 0,509   	 60,99 	 60,17 	0,8862	 54,049   	 53,323   
22/06/2015	 1,338   	 0,644   	 1,182   	 0,610   	 0,721   	 0,508   	 60,54 	 59,36 	0,8818	 53,384   	 52,344   
29/06/2015	 1,325   	 0,633   	 1,177   	 0,605   	 0,721   	 0,509   	 59,03 	 58,24 	0,89	 52,537   	 51,834   
06/07/2015	 1,327   	 0,635   	 1,178   	 0,606   	 0,717   	 0,505   	 57,19 	 55,79 	0,9044	 51,723   	 50,456   
13/07/2015	 1,332   	 0,639   	 1,158   	 0,589   	 0,709   	 0,498   	 57,63 	 55,23 	0,9088	 52,374   	 50,193   
20/07/2015	 1,321   	 0,630   	 1,145   	 0,579   	 0,698   	 0,489   	 56,42 	 53,79 	0,9236	 52,110   	 49,680   
27/07/2015	 1,307   	 0,619   	 1,138   	 0,573   	 0,696   	 0,488   	 54,07 	 51,30 	0,9014	 48,739   	 46,242   
03/08/2015	 1,284   	 0,600   	 1,120   	 0,558   	 0,678   	 0,470   	 49,49 	 48,40 	0,9132	 45,194   	 44,199   
10/08/2015	 1,272   	 0,589   	 1,106   	 0,546   	 0,663   	 0,459   	 48,30 	 47,32 	0,9074	 43,827   	 42,938   
17/08/2015	 1,253   	 0,573   	 1,096   	 0,538   	 0,661   	 0,457   	 47,77 	 45,96 	0,9026	 43,117   	 41,483   
24/08/2015	 1,233   	 0,557   	 1,087   	 0,531   	 0,641   	 0,440   	 41,59 	 40,67 	0,8605	 35,788   	 34,997   
31/08/2015	 1,184   	 0,517   	 1,054   	 0,503   	 0,604   	 0,412   	 48,80 	 47,01 	0,8917	 43,515   	 41,919   
07/09/2015	 1,194   	 0,525   	 1,081   	 0,526   	 0,619   	 0,424   	 46,42 	 45,59 	0,8954	 41,564   	 40,821   
14/09/2015	 1,195   	 0,526   	 1,085   	 0,529   	 0,633   	 0,436   	 45,87 	 43,85 	0,8833	 40,517   	 38,733   
21/09/2015	 1,179   	 0,513   	 1,072   	 0,519   	 0,617   	 0,423   	 47,64 	 43,81 	0,8937	 42,576   	 39,153   
28/09/2015	 1,175   	 0,509   	 1,071   	 0,517   	 0,618   	 0,424   	 46,04 	 43,54 	0,8892	 40,939   	 38,716   
05/10/2015	 1,170   	 0,506   	 1,070   	 0,517   	 0,619   	 0,424   	 49,45 	 44,95 	0,8941	 44,213   	 40,190   
12/10/2015	 1,178   	 0,512   	 1,077   	 0,523   	 0,630   	 0,432   	 50,95 	 47,97 	0,8807	 44,872   	 42,247   
19/10/2015	 1,166   	 0,502   	 1,063   	 0,511   	 0,611   	 0,417   	 47,51 	 44,92 	0,8831	 41,956   	 39,669   
26/10/2015	 1,151   	 0,490   	 1,051   	 0,501   	 0,602   	 0,410   	 46,57 	 43,13 	0,9044	 42,118   	 39,007   
02/11/2015	 1,155   	 0,493   	 1,053   	 0,503   	 0,607   	 0,414   	 47,91 	 43,95 	0,9077	 43,488   	 39,893   
09/11/2015	 1,172   	 0,507   	 1,067   	 0,515   	 0,614   	 0,420   	 45,38 	 42,13 	0,9303	 42,217   	 39,194   
16/11/2015	 1,170   	 0,505   	 1,066   	 0,513   	 0,615   	 0,420   	 40,28 	 38,18 	0,9358	 37,694   	 35,729   
23/11/2015	 1,157   	 0,494   	 1,051   	 0,501   	 0,602   	 0,411   	 43,70 	 38,35 	0,9402	 41,087   	 36,057   
30/11/2015	 1,166   	 0,502   	 1,054   	 0,503   	 0,603   	 0,411   	 43,73 	 38,93 	0,9466	 41,395   	 36,851   
07/12/2015	 1,162   	 0,499   	 1,039   	 0,491   	 0,600   	 0,406   	 39,69 	 36,40 	0,9228	 36,626   	 33,590   
14/12/2015	 1,141   	 0,481   	 1,006   	 0,464   	 0,558   	 0,374   	 36,51 	 32,55 	0,9098	 33,217   	 29,614   
04/01/2016	 1,141   	 0,481   	 1,006   	 0,464   	 0,558   	 0,374   	 36,28 	 31,79 	0,9232	 33,494   	 29,349   
11/01/2016	 1,132   	 0,473   	 0,958   	 0,424   	 0,511   	 0,335   	 30,14 	 27,07 	0,9208	 27,753   	 24,926   
18/01/2016	 1,110   	 0,455   	 0,934   	 0,404   	 0,488   	 0,316   	 27,36 	 23,58 	0,9181	 25,119   	 21,649   
25/01/2016	 1,095   	 0,443   	 0,909   	 0,384   	 0,469   	 0,299   	 29,82 	 25,58 	0,9218	 27,488   	 23,580   
01/02/2016	 1,104   	 0,451   	 0,918   	 0,391   	 0,479   	 0,309   	 32,45 	 29,73 	0,9184	 29,802   	 27,304   
08/02/2016	 1,098   	 0,446   	 0,930   	 0,401   	 0,485   	 0,313   	 31,64 	 29,00 	0,8931	 28,258   	 25,900   
15/02/2016	 1,070   	 0,422   	 0,920   	 0,392   	 0,476   	 0,306   	 31,09 	 28,44 	0,8964	 27,869   	 25,494   
22/02/2016	 1,070   	 0,422   	 0,929   	 0,399   	 0,487   	 0,315   	 33,59 	 29,48 	0,9066	 30,453   	 26,727   
29/02/2016	 1,065   	 0,419   	 0,930   	 0,400   	 0,476   	 0,306   	 35,92 	 31,65 	0,9197	 33,036   	 29,109   
07/03/2016	 1,078   	 0,429   	 0,946   	 0,414   	 0,495   	 0,321   	 39,02 	 34,43 	0,908	 35,430   	 31,262   
14/03/2016	 1,105   	 0,451   	 0,971   	 0,435   	 0,512   	 0,334   	 38,06 	 34,74 	0,9004	 34,269   	 31,280   
21/03/2016	 1,116   	 0,461   	 0,978   	 0,440   	 0,521   	 0,342   	 39,91 	 36,27 	0,8896	 35,504   	 32,266   
04/04/2016	 1,136   	 0,477   	 0,976   	 0,439   	 0,515   	 0,338   	 36,05 	 33,40 	0,8779	 31,648   	 29,322   
11/04/2016	 1,127   	 0,470   	 0,954   	 0,420   	 0,507   	 0,332   	 41,58 	 37,02 	0,8765	 36,445   	 32,448   
18/04/2016	 1,148   	 0,487   	 0,971   	 0,434   	 0,518   	 0,341   	 41,64 	 36,58 	0,8839	 36,806   	 32,333   
25/04/2016	 1,152   	 0,490   	 0,986   	 0,447   	 0,526   	 0,347   	 42,97 	 39,40 	0,8874	 38,132   	 34,964   
02/05/2016	 1,164   	 0,500   	 1,004   	 0,462   	 0,542   	 0,358   	 45,82 	 42,48 	0,867	 39,726   	 36,830   
09/05/2016	 1,160   	 0,497   	 1,006   	 0,463   	 0,545   	 0,363   	 42,43 	 40,77 	0,8785	 37,275   	 35,816   
16/05/2016	 1,157   	 0,494   	 1,008   	 0,465   	 0,547   	 0,365   	 48,49 	 44,37 	0,8835	 42,841   	 39,201   
23/05/2016	 1,178   	 0,512   	 1,032   	 0,485   	 0,565   	 0,379   	 47,77 	 44,07 	0,8913	 42,577   	 39,280   
30/05/2016	 1,190   	 0,522   	 1,048   	 0,498   	 0,579   	 0,391   	 49,26 	 44,80 	0,8971	 44,191   	 40,190   
06/06/2016	 1,192   	 0,523   	 1,055   	 0,504   	 0,594   	 0,403   	 48,94 	 46,10 	0,8807	 43,101   	 40,600   
13/06/2016	 1,186   	 0,518   	 1,057   	 0,505   	 0,595   	 0,404   	 49,36 	 46,25 	0,8856	 43,713   	 40,959   
20/06/2016	 1,179   	 0,513   	 1,052   	 0,502   	 0,590   	 0,400   	 48,68 	 46,24 	0,8839	 43,028   	 40,872   
27/06/2016	 1,184   	 0,517   	 1,048   	 0,498   	 0,592   	 0,401   	 45,07 	 44,32 	0,9072	 40,888   	 40,207   
04/07/2016	 1,183   	 0,516   	 1,050   	 0,500   	 0,586   	 0,397   	 48,02 	 46,08 	0,8964	 43,045   	 41,306   
11/07/2016	 1,168   	 0,503   	 1,042   	 0,493   	 0,589   	 0,400   	 44,04 	 42,21 	0,9043	 39,825   	 38,171   
18/07/2016	 1,150   	 0,488   	 1,031   	 0,484   	 0,578   	 0,388   	 45,35 	 43,36 	0,9031	 40,956   	 39,158   
25/07/2016	 1,144   	 0,484   	 1,027   	 0,480   	 0,575   	 0,385   	 43,76 	 41,35 	0,9096	 39,804   	 37,612   
01/08/2016	 1,134   	 0,476   	 1,015   	 0,471   	 0,560   	 0,375   	 40,17 	 39,10 	0,8959	 35,988   	 35,030   
08/08/2016	 1,122   	 0,465   	 0,996   	 0,455   	 0,581   	 0,392   	 43,24 	 41,10 	0,9015	 38,981   	 37,052   
15/08/2016	 1,132   	 0,473   	 1,004   	 0,461   	 0,623   	 0,427   	 47,31 	 43,92 	0,8942	 42,305   	 39,273   
22/08/2016	 1,145   	 0,484   	 1,024   	 0,478   	 0,616   	 0,421   	 48,10 	 46,04 	0,8835	 42,496   	 40,676   
29/08/2016	 1,157   	 0,494   	 1,037   	 0,489   	 0,674   	 0,467   	 49,66 	 45,44 	0,8938	 44,386   	 40,614   
05/09/2016	 1,159   	 0,496   	 1,035   	 0,487   	 0,648   	 0,446   	 46,72 	 43,54 	0,8972	 41,917   	 39,064   
12/09/2016	 1,155   	 0,492   	 1,028   	 0,481   	 0,572   	 0,383   	 47,82 	 44,53 	0,8901	 42,565   	 39,636   
19/09/2016	 1,158   	 0,495   	 1,029   	 0,482   	 0,575   	 0,386   	 46,04 	 42,09 	0,8949	 41,201   	 37,666   
26/09/2016	 1,156   	 0,494   	 1,028   	 0,482   	 0,581   	 0,391   	 46,61 	 42,16 	0,8886	 41,418   	 37,463   
03/10/2016	 1,160   	 0,497   	 1,033   	 0,486   	 0,583   	 0,392   	 48,61 	 46,65 	0,892	 43,360   	 41,612   
10/10/2016	 1,179   	 0,512   	 1,053   	 0,502   	 0,603   	 0,409   	 51,54 	 48,31 	0,8978	 46,273   	 43,373   
17/10/2016	 1,186   	 0,518   	 1,067   	 0,514   	 0,611   	 0,416   	 49,31 	 48,22 	0,9091	 44,828   	 43,837   
24/10/2016	 1,189   	 0,521   	 1,073   	 0,519   	 0,612   	 0,416   	 49,80 	 48,15 	0,919	 45,766   	 44,250   
31/10/2016	 1,190   	 0,521   	 1,075   	 0,521   	 0,615   	 0,418   	 46,20 	 45,83 	0,9106	 42,070   	 41,733   
07/11/2016	 1,180   	 0,513   	 1,061   	 0,509   	 0,604   	 0,410   	 42,83 	 41,98 	0,9058	 38,795   	 38,025   
14/11/2016	 1,162   	 0,498   	 1,042   	 0,493   	 0,593   	 0,402   	 41,83 	 40,94 	0,9314	 38,960   	 38,132   
21/11/2016	 1,159   	 0,496   	 1,041   	 0,493   	 0,591   	 0,400   	 45,96 	 44,34 	0,9408	 43,239   	 41,715   
28/11/2016	 1,174   	 0,509   	 1,059   	 0,508   	 0,606   	 0,412   	 46,64 	 43,84 	0,9421	 43,940   	 41,302   
05/12/2016	 1,184   	 0,517   	 1,070   	 0,516   	 0,621   	 0,424   	 53,30 	 51,25 	0,9291	 49,521   	 47,616   
12/12/2016	 1,203   	 0,532   	 1,090   	 0,533   	 0,644   	 0,443   	 53,99 	 53,24 	0,9404	 50,772   	 50,067   
19/12/2016	 1,216   	 0,543   	 1,106   	 0,546   	 0,650   	 0,449   	 53,53 	 52,18 	0,9614	 51,464   	 50,166   
02/01/2017	 1,237   	 0,561   	 1,128   	 0,564   	 0,671   	 0,465   	 55,05 	 53,13 	0,956	 52,628   	 50,792   
09/01/2017	 1,247   	 0,569   	 1,137   	 0,572   	 0,687   	 0,478   	 54,39 	 52,85 	0,9457	 51,437   	 49,980   
16/01/2017	 1,242   	 0,565   	 1,129   	 0,566   	 0,733   	 0,517   	 54,30 	 52,17 	0,9432	 51,216   	 49,207   
23/01/2017	 1,242   	 0,565   	 1,124   	 0,561   	 0,757   	 0,537   	 54,80 	 52,10 	0,929	 50,909   	 48,401   
30/01/2017	 1,244   	 0,567   	 1,123   	 0,561   	 0,734   	 0,518   	 54,77 	 52,78 	0,9351	 51,215   	 49,355   
06/02/2017	 1,246   	 0,568   	 1,125   	 0,562   	 0,722   	 0,508   	 55,02 	 53,77 	0,9302	 51,180   	 50,017   
13/02/2017	 1,248   	 0,570   	 1,128   	 0,564   	 0,697   	 0,487   	 54,15 	 53,47 	0,9435	 51,091   	 50,449   
20/02/2017	 1,255   	 0,576   	 1,131   	 0,567   	 0,690   	 0,481   	 55,25 	 53,49 	0,9422	 52,057   	 50,398   
27/02/2017	 1,253   	 0,574   	 1,134   	 0,570   	 0,693   	 0,483   	 54,65 	 53,85 	0,9446	 51,622   	 50,867   
06/03/2017	 1,250   	 0,571   	 1,132   	 0,568   	 0,689   	 0,480   	 54,73 	 53,13 	0,945	 51,720   	 50,208   
13/03/2017	 1,237   	 0,561   	 1,125   	 0,562   	 0,678   	 0,471   	 50,10 	 49,00 	0,9386	 47,024   	 45,991   
20/03/2017	 1,218   	 0,545   	 1,106   	 0,547   	 0,672   	 0,466   	 50,67 	 49,18 	0,9312	 47,184   	 45,796   
27/03/2017	 1,213   	 0,541   	 1,096   	 0,539   	 0,658   	 0,455   	 49,97 	 48,25 	0,9204	 45,992   	 44,409   
03/04/2017	 1,216   	 0,543   	 1,094   	 0,537   	 0,650   	 0,448   	 52,04 	 50,69 	0,9374	 48,782   	 47,517   
10/04/2017	 1,236   	 0,560   	 1,109   	 0,549   	 0,667   	 0,462   	 54,79 	 53,14 	0,9437	 51,705   	 50,148   
24/04/2017	 1,258   	 0,578   	 1,126   	 0,563   	 0,673   	 0,467   	 49,45 	 49,66 	0,9202	 45,504   	 45,697   
01/05/2017	 1,239   	 0,563   	 1,109   	 0,550   	 0,671   	 0,465   	 50,41 	 49,19 	0,9175	 46,251   	 45,132   
08/05/2017	 1,220   	 0,547   	 1,093   	 0,536   	 0,683   	 0,475   	 46,61 	 46,91 	0,9154	 42,667   	 42,941   
15/05/2017	 1,206   	 0,536   	 1,080   	 0,525   	 0,633   	 0,434   	 51,29 	 49,77 	0,9112	 46,735   	 45,350   
22/05/2017	 1,211   	 0,539   	 1,082   	 0,527   	 0,638   	 0,438   	 53,35 	 51,54 	0,8899	 47,476   	 45,865   
29/05/2017	 1,216   	 0,543   	 1,088   	 0,532   	 0,637   	 0,437   	 52,25 	 49,67 	0,8958	 46,806   	 44,494   
05/06/2017	 1,208   	 0,537   	 1,079   	 0,525   	 0,629   	 0,430   	 48,25 	 47,37 	0,8885	 42,870   	 42,088   
12/06/2017	 1,194   	 0,526   	 1,061   	 0,509   	 0,621   	 0,423   	 47,18 	 45,94 	0,8927	 42,118   	 41,011   
19/06/2017	 1,182   	 0,516   	 1,050   	 0,500   	 0,599   	 0,406   	 45,93 	 44,46 	0,897	 41,199   	 39,881   
26/06/2017	 1,172   	 0,507   	 1,041   	 0,493   	 0,575   	 0,386   	 44,09 	 43,14 	0,8943	 39,430   	 38,580   
03/07/2017	 1,168   	 0,504   	 1,039   	 0,491   	 0,593   	 0,401   	 49,13 	 47,17 	0,8799	 43,229   	 41,505   
10/07/2017	 1,175   	 0,509   	 1,049   	 0,499   	 0,596   	 0,404   	 46,57 	 44,77 	0,8772	 40,851   	 39,272   
17/07/2017	 1,172   	 0,508   	 1,048   	 0,499   	 0,596   	 0,403   	 47,66 	 46,80 	0,8712	 41,521   	 40,772   
24/07/2017	 1,177   	 0,511   	 1,054   	 0,504   	 0,595   	 0,403   	 47,81 	 46,01 	0,859	 41,069   	 39,523   
31/07/2017	 1,181   	 0,515   	 1,061   	 0,510   	 0,594   	 0,402   	 51,99 	 49,97 	0,8445	 43,906   	 42,200   
07/08/2017	 1,188   	 0,520   	 1,072   	 0,519   	 0,617   	 0,421   	 51,42 	 50,06 	0,8478	 43,594   	 42,441   
14/08/2017	 1,192   	 0,523   	 1,073   	 0,519   	 0,619   	 0,423   	 51,29 	 49,46 	0,8489	 43,540   	 41,987   
21/08/2017	 1,191   	 0,523   	 1,071   	 0,517   	 0,615   	 0,419   	 51,94 	 49,80 	0,8464	 43,962   	 42,151   
28/08/2017	 1,190   	 0,522   	 1,067   	 0,515   	 0,610   	 0,414   	 51,87 	 49,86 	0,8348	 43,301   	 41,623   
04/09/2017	 1,200   	 0,530   	 1,072   	 0,519   	 0,617   	 0,421   	 52,60 	 50,36 	0,8406	 44,216   	 42,333   
11/09/2017	 1,218   	 0,545   	 1,084   	 0,529   	 0,632   	 0,433   	 54,20 	 51,82 	0,8367	 45,349   	 43,358   
18/09/2017	 1,214   	 0,542   	 1,090   	 0,533   	 0,629   	 0,430   	 55,50 	 53,78 	0,8366	 46,431   	 44,992   
25/09/2017	 1,211   	 0,539   	 1,095   	 0,537   	 0,635   	 0,436   	 59,42 	 55,62 	0,844	 50,150   	 46,943   
02/10/2017	 1,211   	 0,540   	 1,107   	 0,547   	 0,624   	 0,426   	 55,67 	 54,60 	0,8523	 47,448   	 46,536   
09/10/2017	 1,206   	 0,535   	 1,109   	 0,549   	 0,645   	 0,444   	 55,29 	 53,70 	0,8518	 47,096   	 45,742   
16/10/2017	 1,203   	 0,533   	 1,104   	 0,545   	 0,643   	 0,442   	 57,49 	 55,74 	0,8477	 48,734   	 47,251   
23/10/2017	 1,203   	 0,533   	 1,110   	 0,550   	 0,644   	 0,443   	 57,69 	 55,77 	0,8511	 49,100   	 47,466   
30/10/2017	 1,207   	 0,536   	 1,110   	 0,550   	 0,648   	 0,447   	 60,65 	 58,27 	0,8582	 52,050   	 50,007   
06/11/2017	 1,221   	 0,547   	 1,121   	 0,559   	 0,656   	 0,454   	 64,27 	 61,02 	0,8613	 55,356   	 52,557   
13/11/2017	 1,239   	 0,563   	 1,135   	 0,570   	 0,682   	 0,475   	 62,94 	 61,27 	0,8571	 53,946   	 52,515   
20/11/2017	 1,241   	 0,565   	 1,137   	 0,572   	 0,679   	 0,472   	 61,34 	 60,33 	0,8524	 52,286   	 51,425   
27/11/2017	 1,238   	 0,562   	 1,135   	 0,571   	 0,680   	 0,474   	 63,25 	 61,51 	0,8405	 53,162   	 51,699   
04/12/2017	 1,238   	 0,562   	 1,135   	 0,571   	 0,685   	 0,477   	 63,45 	 61,45 	0,8427	 53,469   	 51,784   
11/12/2017	 1,235   	 0,559   	 1,134   	 0,569   	 0,687   	 0,479   	 65,62 	 61,94 	0,8497	 55,757   	 52,630   
18/12/2017	 1,235   	 0,560   	 1,138   	 0,573   	 0,689   	 0,480   	 64,45 	 61,64 	0,8488	 54,705   	 52,320   
01/01/2018	 1,243   	 0,566   	 1,146   	 0,580   	 0,692   	 0,483   	 66,65 	 64,83 	0,8327	 55,499   	 53,984   
08/01/2018	 1,249   	 0,571   	 1,156   	 0,588   	 0,713   	 0,501   	 68,48 	 65,85 	0,8357	 57,229   	 55,031   
15/01/2018	 1,254   	 0,575   	 1,164   	 0,594   	 0,731   	 0,515   	 70,31 	 67,78 	0,8155	 57,338   	 55,275   
22/01/2018	 1,255   	 0,576   	 1,166   	 0,596   	 0,728   	 0,513   	 69,32 	 66,89 	0,8155	 56,530   	 54,549   
29/01/2018	 1,256   	 0,577   	 1,164   	 0,594   	 0,725   	 0,510   	 68,41 	 67,60 	0,8076	 55,248   	 54,594   
05/02/2018	 1,257   	 0,577   	 1,163   	 0,594   	 0,718   	 0,504   	 67,69 	 65,70 	0,8085	 54,727   	 53,118   
12/02/2018	 1,248   	 0,570   	 1,154   	 0,586   	 0,705   	 0,494   	 62,20 	 61,04 	0,8135	 50,600   	 49,656   
19/02/2018	 1,228   	 0,554   	 1,133   	 0,569   	 0,685   	 0,477   	 64,95 	 62,89 	0,806	 52,350   	 50,689   
26/02/2018	 1,224   	 0,551   	 1,130   	 0,566   	 0,685   	 0,477   	 67,96 	 65,18 	0,8119	 55,177   	 52,920   
05/03/2018	 1,227   	 0,553   	 1,137   	 0,572   	 0,689   	 0,481   	 65,78 	 62,89 	0,8106	 53,321   	 50,979   
12/03/2018	 1,222   	 0,548   	 1,131   	 0,567   	 0,682   	 0,474   	 64,53 	 62,53 	0,8107	 52,314   	 50,693   
19/03/2018	 1,221   	 0,547   	 1,130   	 0,566   	 0,679   	 0,472   	 64,82 	 63,31 	0,8107	 52,550   	 51,325   
26/03/2018	 1,237   	 0,561   	 1,140   	 0,575   	 0,674   	 0,468   	 68,81 	 66,80 	0,8037	 55,303   	 53,687   
09/04/2018	 1,253   	 0,575   	 1,155   	 0,587   	 0,705   	 0,494   	 68,19 	 65,09 	0,8116	 55,343   	 52,827   
16/04/2018	 1,261   	 0,581   	 1,164   	 0,595   	 0,715   	 0,502   	 73,18 	 68,41 	0,8078	 59,115   	 55,262   
23/04/2018	 1,269   	 0,588   	 1,173   	 0,602   	 0,723   	 0,508   	 74,54 	 70,51 	0,819	 61,048   	 57,748   
30/04/2018	 1,279   	 0,596   	 1,183   	 0,611   	 0,719   	 0,505   	 75,92 	 71,01 	0,8279	 62,854   	 58,789   
07/05/2018	 1,286   	 0,602   	 1,191   	 0,617   	 0,740   	 0,522   	 74,75 	 72,45 	0,8387	 62,693   	 60,764   
14/05/2018	 1,302   	 0,615   	 1,207   	 0,630   	 0,741   	 0,523   	 78,17 	 74,20 	0,8385	 65,546   	 62,217   
21/05/2018	 1,323   	 0,632   	 1,228   	 0,647   	 0,769   	 0,546   	 78,34 	 76,21 	0,8481	 66,440   	 64,634   
28/05/2018	 1,335   	 0,642   	 1,241   	 0,658   	 0,777   	 0,552   	 74,51 	 73,37 	0,8603	 64,101   	 63,120   
04/06/2018	 1,337   	 0,644   	 1,243   	 0,660   	 0,785   	 0,560   	 73,41 	 73,56 	0,8548	 62,751   	 62,879   
11/06/2018	 1,333   	 0,641   	 1,238   	 0,656   	 0,774   	 0,551   	 74,58 	 73,96 	0,8487	 63,296   	 62,770   
18/06/2018	 1,328   	 0,637   	 1,232   	 0,651   	 0,778   	 0,554   	 74,87 	 71,09 	0,8603	 64,411   	 61,159   
25/06/2018	 1,320   	 0,629   	 1,223   	 0,643   	 0,778   	 0,552   	 72,82 	 72,15 	0,8545	 62,225   	 61,652   
02/07/2018	 1,318   	 0,628   	 1,222   	 0,642   	 0,777   	 0,551   	 76,71 	 75,28 	0,8591	 65,902   	 64,673   
09/07/2018	 1,326   	 0,634   	 1,229   	 0,648   	 0,789   	 0,562   	 77,08 	 75,23 	0,8509	 65,587   	 64,013   
16/07/2018	 1,326   	 0,635   	 1,229   	 0,649   	 0,776   	 0,550   	 71,03 	 71,90 	0,8539	 60,653   	 61,395   
23/07/2018	 1,318   	 0,628   	 1,221   	 0,642   	 0,780   	 0,554   	 73,45 	 71,85 	0,8552	 62,814   	 61,446   
30/07/2018	 1,319   	 0,629   	 1,222   	 0,642   	 0,782   	 0,555   	 74,99 	 73,53 	0,8542	 64,056   	 62,809   
06/08/2018	 1,325   	 0,634   	 1,226   	 0,646   	 0,782   	 0,555   	 72,51 	 72,27 	0,8656	 62,765   	 62,557   
13/08/2018	 1,327   	 0,635   	 1,227   	 0,646   	 0,782   	 0,555   	 70,62 	 70,97 	0,8765	 61,898   	 62,205   
20/08/2018	 1,328   	 0,636   	 1,229   	 0,648   	 0,785   	 0,558   	 71,11 	 70,64 	0,871	 61,937   	 61,527   
27/08/2018	 1,329   	 0,637   	 1,230   	 0,650   	 0,782   	 0,556   	 74,41 	 74,09 	0,8563	 63,717   	 63,443   
03/09/2018	 1,336   	 0,643   	 1,239   	 0,656   	 0,790   	 0,562   	 77,81 	 75,77 	0,8603	 66,940   	 65,185   
10/09/2018	 1,341   	 0,647   	 1,246   	 0,663   	 0,803   	 0,573   	 76,77 	 75,20 	0,8626	 66,222   	 64,868   
17/09/2018	 1,338   	 0,644   	 1,248   	 0,664   	 0,791   	 0,563   	 78,22 	 76,19 	0,8559	 66,948   	 65,211   
24/09/2018	 1,332   	 0,640   	 1,245   	 0,661   	 0,806   	 0,575   	 80,89 	 78,81 	0,8512	 68,854   	 67,083   
01/10/2018	 1,335   	 0,642   	 1,250   	 0,666   	 0,822   	 0,589   	 84,94 	 81,58 	0,8638	 73,371   	 70,469   
08/10/2018	 1,351   	 0,655   	 1,271   	 0,683   	 0,863   	 0,624   	 84,22 	 81,88 	0,8701	 73,280   	 71,244   
15/10/2018	 1,357   	 0,660   	 1,285   	 0,695   	 0,857   	 0,619   	 80,91 	 79,31 	0,8637	 69,882   	 68,500   
22/10/2018	 1,344   	 0,650   	 1,276   	 0,687   	 0,844   	 0,607   	 80,45 	 78,68 	0,8722	 70,168   	 68,625   
29/10/2018	 1,340   	 0,646   	 1,277   	 0,688   	 0,847   	 0,611   	 77,56 	 76,07 	0,8793	 68,199   	 66,888   
05/11/2018	 1,335   	 0,642   	 1,275   	 0,686   	 0,843   	 0,606   	 72,68 	 71,45 	0,8767	 63,719   	 62,640   
12/11/2018	 1,316   	 0,626   	 1,263   	 0,677   	 0,827   	 0,593   	 69,81 	 69,82 	0,8914	 62,229   	 62,238   
19/11/2018	 1,296   	 0,610   	 1,247   	 0,664   	 0,815   	 0,584   	 64,14 	 65,46 	0,8731	 56,001   	 57,153   
26/11/2018	 1,272   	 0,590   	 1,226   	 0,646   	 0,790   	 0,562   	 59,70 	 59,29 	0,8828	 52,703   	 52,341   
03/12/2018	 1,242   	 0,565   	 1,196   	 0,621   	 0,760   	 0,536   	 60,17 	 60,57 	0,8808	 52,998   	 53,350   
10/12/2018	 1,224   	 0,550   	 1,177   	 0,605   	 0,747   	 0,527   	 60,29 	 59,72 	0,8806	 53,091   	 52,589   
17/12/2018	 1,212   	 0,540   	 1,164   	 0,594   	 0,736   	 0,519   	 57,59 	 58,24 	0,8812	 50,748   	 51,321   
07/01/2019	 1,180   	 0,502   	 1,130   	 0,555   	 0,690   	 0,473   	 57,10 	 56,43 	0,8714	 49,757   	 49,173   
14/01/2019	 1,197   	 0,517   	 1,148   	 0,570   	 0,716   	 0,495   	 58,80 	 58,39 	0,8713	 51,232   	 50,875   
21/01/2019	 1,213   	 0,530   	 1,166   	 0,585   	 0,729   	 0,505   	 62,18 	 61,49 	0,8798	 54,706   	 54,099   
